time,inputx,predictx,inputy,predicty
0.0490596,4.15091e-05,0.000157244,-0.00688726,0.000216585
0.0500596,2.2455e-05,0.000159821,-0.00667789,0.000219012
0.0510597,-1.7058e-06,0.000161921,-0.00647569,0.000221225
0.0520597,-3.12382e-05,0.000163687,-0.00627884,0.000223344
0.0530598,-6.72555e-05,0.00016525,-0.00608701,0.000225348
0.0540598,-0.000109783,0.000166467,-0.0059008,0.000227167
0.0550598,-0.000157684,0.000167284,-0.00572071,0.000228922
0.0560599,-0.000210181,0.00016774,-0.00554477,0.000230604
0.0570599,-0.000267666,0.00016786,-0.0053694,0.000232133
0.0580599,-0.000331285,0.000167679,-0.00519484,0.000233595
0.0590599,-0.00040102,0.000167254,-0.00502306,0.000235001
0.0601537,-0.00047563,0.00016661,-0.00485339,0.000236349
0.0611537,-0.000553993,0.000165747,-0.00468654,0.000237695
0.0621538,-0.000635334,0.000164644,-0.00452854,0.000238902
0.0631538,-0.000719136,0.000163271,-0.00439254,0.000239974
0.0641538,-0.000805049,0.00016169,-0.00428731,0.000241239
0.0651539,-0.000892872,0.000159922,-0.00420288,0.000242578
0.0661855,-0.000982712,0.000157925,-0.00412076,0.000243739
0.0671855,-0.00107555,0.000155751,-0.00403262,0.000244981
0.0681855,-0.00117291,0.000153511,-0.00393951,0.000246267
0.0691856,-0.00127502,0.000151208,-0.00384338,0.000247325
0.0701856,-0.00138102,0.000148786,-0.00374501,0.000248389
0.0711856,-0.0014909,0.000146365,-0.00363792,0.0002496
0.0721857,-0.00160549,0.000143945,-0.00351614,0.000250801
0.0731857,-0.0017247,0.000141286,-0.00338043,0.000251965
0.0741857,-0.0018481,0.000138466,-0.00323148,0.000253054
0.0751858,-0.00197592,0.000135702,-0.00307308,0.000254046
0.0761858,-0.00210766,0.000132857,-0.00291007,0.000255098
0.0771858,-0.00224263,0.000129803,-0.00274471,0.000256141
0.0781859,-0.00238113,0.00012664,-0.00258132,0.000257238
0.0791859,-0.00252365,0.000123328,-0.00242383,0.000258558
0.0801859,-0.00267121,0.000119897,-0.00226962,0.000259872
0.081186,-0.00282516,0.000116612,-0.00211334,0.000261046
0.082186,-0.00298536,0.0001135,-0.00195179,0.000262176
0.083186,-0.00315027,0.000110432,-0.00178356,0.000263184
0.0841861,-0.00331835,0.00010741,-0.00160623,0.000263899
0.0851861,-0.00348834,0.000104322,-0.00141664,0.000264385
0.0861861,-0.00365922,0.00010097,-0.00121602,0.000264914
0.0871862,-0.00383034,9.74094e-05,-0.00100703,0.000265542
0.0881862,-0.00400183,9.3871e-05,-0.000787791,0.000266085
0.0891862,-0.00417383,9.03808e-05,-0.000557312,0.000266645
0.0901863,-0.00434558,8.69131e-05,-0.000319143,0.000267455
0.0911863,-0.00451692,8.36099e-05,-7.52025e-05,0.000268369
0.0921863,-0.00468783,8.04761e-05,0.000175276,0.000269261
0.0931864,-0.0048575,7.72846e-05,0.000431893,0.000270341
0.0941864,-0.00502601,7.40583e-05,0.000693294,0.000271667
0.0951865,-0.00519442,7.09732e-05,0.000959855,0.000273062
0.0961865,-0.00536355,6.7965e-05,0.00123392,0.00027454
0.0971865,-0.00553376,6.50466e-05,0.00151656,0.000276153
0.0981866,-0.00570511,6.23409e-05,0.00180879,0.00027775
0.0991866,-0.00587742,5.97859e-05,0.00210984,0.000279298
0.100187,-0.00605041,5.72801e-05,0.00241477,0.000280977
0.101187,-0.00622366,5.47989e-05,0.00272072,0.000282886
0.102187,-0.00639677,5.22667e-05,0.00302855,0.000285003
0.103187,-0.00656952,4.96104e-05,0.00334101,0.000287415
0.104187,-0.00674249,4.69377e-05,0.00366249,0.000290077
0.105187,-0.00691681,4.43491e-05,0.00399748,0.000292707
0.106187,-0.00709254,4.17707e-05,0.00434965,0.000295272
0.107187,-0.00726928,3.91982e-05,0.00471789,0.000297961
0.108187,-0.0074474,3.67307e-05,0.00510116,0.000300818
0.109187,-0.00762717,3.42915e-05,0.00550296,0.000303827
0.110187,-0.00780851,3.17105e-05,0.00592508,0.000307116
0.111187,-0.00799133,2.90042e-05,0.00636875,0.000310712
0.112187,-0.00817623,2.62374e-05,0.00683528,0.000314384
0.113187,-0.00836443,2.34131e-05,0.00732301,0.000318193
0.114187,-0.00855663,2.05531e-05,0.00782827,0.000322398
0.115187,-0.00875292,1.76881e-05,0.00834918,0.000326994
0.116187,-0.00895293,1.4858e-05,0.00888819,0.000331909
0.117187,-0.00915602,1.19915e-05,0.00944823,0.000337164
0.118187,-0.00936141,8.92357e-06,0.010029,0.000342682
0.119187,-0.00956843,5.5658e-06,0.0106289,0.000348316
0.120187,-0.00977723,1.95815e-06,0.0112446,0.000354209
0.121187,-0.00998864,-1.80031e-06,0.011872,0.000360529
0.122187,-0.0102031,-5.66406e-06,0.0125122,0.000367108
0.123187,-0.0104204,-9.64459e-06,0.0131657,0.000374011
0.124187,-0.0106404,-1.37635e-05,0.0138274,0.000381431
0.125187,-0.0108633,-1.804e-05,0.0144983,0.000389134
0.126378,-0.01109,-2.26322e-05,0.0151807,0.000397006
0.127378,-0.011321,-2.76887e-05,0.0158705,0.00040531
0.128378,-0.0115558,-3.29593e-05,0.0165517,0.000413983
0.129378,-0.0117939,-3.8129e-05,0.0172006,0.000422884
0.130378,-0.0120346,-4.33709e-05,0.0178152,0.000432195
0.131378,-0.0122778,-4.88643e-05,0.0184164,0.00044199
0.132379,-0.0125242,-5.46041e-05,0.0190245,0.000452167
0.133379,-0.0127742,-6.08793e-05,0.0196553,0.000462673
0.134379,-0.0130284,-6.79229e-05,0.0203173,0.000473582
0.135379,-0.0132878,-7.54947e-05,0.021012,0.000485058
0.136379,-0.0135527,-8.34157e-05,0.0217418,0.000497067
0.137379,-0.0138226,-9.16857e-05,0.0225076,0.000509578
0.138379,-0.0140966,-0.000100242,0.0233057,0.000522793
0.139379,-0.0143735,-0.000109133,0.0241287,0.000536739
0.140379,-0.0146517,-0.000118508,0.0249697,0.000551361
0.141379,-0.0149302,-0.000128444,0.0258238,0.000566759
0.142379,-0.0152085,-0.000138894,0.0266867,0.00058299
0.143379,-0.015487,-0.000149753,0.0275556,0.000599982
0.144379,-0.0157656,-0.000160978,0.0284275,0.000617513
0.145379,-0.0160439,-0.000172523,0.0292992,0.000635544
0.146379,-0.016321,-0.000184346,0.030163,0.000654248
0.147379,-0.016596,-0.000196587,0.0310121,0.000673639
0.148379,-0.0168679,-0.000209355,0.031845,0.000693671
0.149379,-0.0171367,-0.000222552,0.0326591,0.000714445
0.150379,-0.0174018,-0.000236215,0.0334524,0.000735962
0.151379,-0.0176621,-0.000250403,0.0342235,0.000757972
0.152379,-0.017917,-0.00026498,0.0349689,0.000780522
0.153379,-0.0181658,-0.000279874,0.0356837,0.000803863
0.154379,-0.0184071,-0.00029522,0.0363654,0.000827914
0.155379,-0.0186397,-0.000311085,0.0370159,0.000852505
0.156379,-0.0188625,-0.000327354,0.0376348,0.000877682
0.157379,-0.0190758,-0.000343949,0.0382168,0.000903513
0.158379,-0.0192798,-0.000360872,0.0387581,0.000929851
0.159379,-0.0194739,-0.00037814,0.0392578,0.000956589
0.160379,-0.0196584,-0.000395572,0.0397138,0.000983881
0.16138,-0.0198344,-0.000412938,0.0401238,0.00101173
0.16238,-0.0200021,-0.000430303,0.0404872,0.00103979
0.16338,-0.0201601,-0.000447613,0.0408054,0.00106789
0.16438,-0.0203074,-0.000464613,0.0410759,0.00109618
0.16538,-0.0204423,-0.000481411,0.041296,0.00112462
0.16638,-0.0205631,-0.000498197,0.041469,0.00115304
0.16738,-0.0206695,-0.000514705,0.0416012,0.00118131
0.16838,-0.0207626,-0.000530559,0.0416989,0.00120928
0.16938,-0.0208427,-0.000545748,0.0417655,0.00123686
0.17038,-0.0209093,-0.000560234,0.0418002,0.00126415
0.17138,-0.0209633,-0.000573696,0.0418067,0.00129108
0.172407,-0.0210064,-0.000585998,0.0417927,0.00131757
0.173407,-0.0210393,-0.000597286,0.041761,0.00134387
0.174407,-0.0210617,-0.000607506,0.0417109,0.00137001
0.175407,-0.0210735,-0.000616482,0.0416442,0.00139584
0.176407,-0.021075,-0.000624296,0.0415648,0.00142139
0.177407,-0.0210665,-0.000631108,0.0414789,0.00144663
0.178407,-0.0210488,-0.000636882,0.0413878,0.00147163
0.179407,-0.0210227,-0.000641587,0.0412869,0.00149645
0.180407,-0.0209889,-0.000645275,0.0411759,0.00152093
0.181407,-0.0209484,-0.000647952,0.0410541,0.00154491
0.182408,-0.0209019,-0.000649623,0.0409162,0.00156844
0.183408,-0.0208503,-0.000650331,0.0407562,0.0015913
0.184408,-0.0207944,-0.00065014,0.0405695,0.00161314
0.185408,-0.0207348,-0.000649126,0.0403545,0.00163368
0.186408,-0.0206722,-0.000647376,0.04011,0.0016527
0.187408,-0.0206072,-0.000644865,0.0398322,0.00166993
0.188408,-0.0205401,-0.000641534,0.0395195,0.00168489
0.189408,-0.0204702,-0.000637432,0.0391715,0.00169722
0.190408,-0.0203962,-0.000632635,0.0387845,0.0017068
0.191408,-0.0203171,-0.000627244,0.0383557,0.00171337
0.192408,-0.0202328,-0.000621405,0.0378833,0.0017166
0.193408,-0.0201443,-0.000615155,0.037367,0.00171646
0.194408,-0.0200538,-0.000608292,0.0368081,0.00171283
0.195408,-0.0199627,-0.000600651,0.0362108,0.00170536
0.196408,-0.0198712,-0.000592279,0.0355793,0.00169391
0.197408,-0.0197784,-0.000583163,0.0349142,0.00167852
0.198408,-0.0196833,-0.000573288,0.0342159,0.00165917
0.199408,-0.0195844,-0.000562796,0.0334859,0.00163593
0.200408,-0.0194799,-0.00055177,0.0327259,0.00160897
0.201408,-0.0193687,-0.000540073,0.0319385,0.00157845
0.202408,-0.0192502,-0.000527391,0.0311264,0.00154446
0.203408,-0.0191241,-0.000513322,0.0302923,0.00150714
0.204408,-0.0189897,-0.000497488,0.0294394,0.0014667
0.205408,-0.0188445,-0.000479692,0.0285707,0.00142337
0.206408,-0.0186864,-0.000459809,0.0276892,0.00137756
0.207408,-0.0185141,-0.000437602,0.0267987,0.00132972
0.208408,-0.0183274,-0.00041288,0.0259058,0.00128024
0.209408,-0.0181258,-0.000385556,0.0250194,0.00122948
0.210408,-0.0179088,-0.000355383,0.0241464,0.00117788
0.211409,-0.0176763,-0.000321972,0.0232914,0.00112588
0.212409,-0.017428,-0.000285219,0.0224572,0.00107385
0.213409,-0.0171625,-0.000245307,0.0216454,0.00102227
0.214409,-0.0168786,-0.000202233,0.0208565,0.000971709
0.215409,-0.0165759,-0.000155779,0.0200913,0.00092265
0.216409,-0.0162543,-0.000105836,0.0193528,0.000875222
0.217409,-0.0159123,-5.23992e-05,0.0186452,0.000829533
0.218409,-0.0155482,4.64076e-06,0.0179691,0.000785886
0.219409,-0.0151603,6.54963e-05,0.0173228,0.000744423
0.220409,-0.0147477,0.000130162,0.0167074,0.000705266
0.221409,-0.0143092,0.000198555,0.0161241,0.00066874
0.222409,-0.0138439,0.000270834,0.0155756,0.000635033
0.223409,-0.0133517,0.000347083,0.0150662,0.000604219
0.224409,-0.0128321,0.000427149,0.0145986,0.000576503
0.225409,-0.012285,0.000510819,0.014176,0.000551858
0.226409,-0.0117112,0.000597767,0.0138013,0.000530223
0.227409,-0.0111118,0.00068771,0.0134728,0.000511957
0.228409,-0.0104889,0.000780409,0.0131867,0.000497322
0.229409,-0.00984386,0.00087534,0.0129447,0.000486054
0.230409,-0.00917718,0.000971912,0.012749,0.000478044
0.231409,-0.00849045,0.00106966,0.0125971,0.00047352
0.232409,-0.00778563,0.00116806,0.0124844,0.000472125
0.233409,-0.00706452,0.00126658,0.0124098,0.000473144
0.234409,-0.00632872,0.00136473,0.0123683,0.000476607
0.235409,-0.00557926,0.00146183,0.0123488,0.00048286
0.23641,-0.00481812,0.00155736,0.0123471,0.000491508
0.23741,-0.00404896,0.00165112,0.0123684,0.000501816
0.23841,-0.00327489,0.00174275,0.0124155,0.000513593
0.23941,-0.00249742,0.00183163,0.0124824,0.000526687
0.24041,-0.00171781,0.00191742,0.0125609,0.000540312
0.24141,-0.000938743,0.00199987,0.0126451,0.000553933
0.24241,-0.000163502,0.00207851,0.0127247,0.000567762
0.24341,0.00060551,0.00215303,0.0127877,0.000581651
0.24441,0.00136612,0.00222345,0.0128299,0.000594813
0.24541,0.00211688,0.00228967,0.0128495,0.000606766
0.24641,0.00285709,0.00235136,0.0128419,0.000617288
0.24741,0.0035857,0.00240833,0.012803,0.000625731
0.24841,0.00430123,0.00246034,0.0127292,0.000631487
0.24941,0.00500182,0.0025071,0.0126156,0.000634561
0.25041,0.00568474,0.00254863,0.0124564,0.000634872
0.25141,0.00634687,0.00258509,0.0122506,0.000632033
0.25241,0.00698652,0.00261634,0.0119993,0.000626
0.25341,0.00760356,0.00264222,0.0117025,0.000616826
0.25441,0.00819799,0.00266265,0.0113633,0.000604269
0.25541,0.00876979,0.00267762,0.0109858,0.000588217
0.25641,0.00931914,0.00268716,0.0105712,0.000568915
0.25741,0.00984708,0.00269126,0.0101213,0.000546666
0.25841,0.0103553,0.00268995,0.00963926,0.000521644
0.25941,0.0108441,0.00268345,0.00913139,0.000494032
0.26041,0.0113127,0.00267207,0.00860399,0.000464225
0.26141,0.0117607,0.00265613,0.00806008,0.000432554
0.26241,0.0121889,0.0026359,0.00750437,0.000399129
0.26341,0.0125991,0.00261169,0.00694164,0.00036418
0.26441,0.0129929,0.00258369,0.00637288,0.000328162
0.265411,0.0133714,0.00255216,0.00579874,0.00029134
0.266411,0.0137356,0.00251733,0.00522044,0.000253866
0.267411,0.0140872,0.00247941,0.00463961,0.000216007
0.268411,0.0144273,0.00243887,0.00405803,0.000177815
0.269411,0.0147561,0.00239625,0.00347696,0.00013946
0.270411,0.0150745,0.00235185,0.00289629,0.000101386
0.271411,0.0153842,0.00230603,0.00231886,6.3389e-05
0.272466,0.0156869,0.00225922,0.00175192,2.5392e-05
0.273466,0.0159844,0.00221154,0.00119436,-1.18208e-05
0.274466,0.0162789,0.00216323,0.000641201,-4.79726e-05
0.275479,0.0165721,0.00211481,9.72848e-05,-8.34374e-05
0.276479,0.0168646,0.00206667,-0.000431429,-0.000117923
0.277479,0.017157,0.00201938,-0.000943757,-0.000150822
0.278479,0.0174503,0.00197359,-0.00143912,-0.000182268
0.279483,0.0177471,0.00192943,-0.00191485,-0.000212407
0.280483,0.0180496,0.001887,-0.0023685,-0.000240758
0.281483,0.0183584,0.00184699,-0.00280102,-0.000267024
0.282483,0.0186732,0.00180998,-0.00321115,-0.000291493
0.283484,0.0189951,0.00177613,-0.00359537,-0.000314476
0.284484,0.0193253,0.0017458,-0.00395424,-0.000335833
0.285484,0.0196635,0.0017196,-0.00429187,-0.000355433
0.286484,0.0200087,0.00169774,-0.00460932,-0.000373607
0.287484,0.0203614,0.00168021,-0.00490462,-0.000390451
0.288484,0.0207228,0.00166711,-0.00517854,-0.000405592
0.289484,0.0210939,0.00165831,-0.00543241,-0.000419191
0.290484,0.0214745,0.00165379,-0.00566304,-0.000431687
0.291484,0.0218635,0.00165385,-0.00587001,-0.00044297
0.292484,0.0222609,0.00165848,-0.0060578,-0.000453026
0.293484,0.0226689,0.00166754,-0.00622863,-0.000462141
0.294484,0.0230891,0.00168132,-0.00638633,-0.000470279
0.295484,0.0235216,0.00169996,-0.00653462,-0.000477329
0.296484,0.0239672,0.00172327,-0.00667351,-0.000483682
0.297484,0.024427,0.00175141,-0.00680335,-0.000489611
0.298484,0.0249018,0.00178459,-0.00692711,-0.00049492
0.299494,0.0253919,0.00182281,-0.00704726,-0.000499857
0.300494,0.0258967,0.00186617,-0.00716103,-0.000504956
0.301494,0.0264157,0.0019148,-0.00726848,-0.000510189
0.302494,0.0269493,0.00196857,-0.00737618,-0.000515384
0.303495,0.0274978,0.00202742,-0.0074872,-0.000520943
0.304495,0.0280605,0.00209132,-0.00760045,-0.000527265
0.305495,0.0286363,0.00215992,-0.00771731,-0.000534003
0.306495,0.0292243,0.00223295,-0.00784098,-0.000541011
0.307495,0.0298232,0.00231051,-0.00796878,-0.000548864
0.308495,0.0304317,0.00239254,-0.00809485,-0.000557753
0.309495,0.0310496,0.0024787,-0.00821996,-0.000567366
0.310495,0.0316772,0.00256882,-0.00834634,-0.000577909
0.31151,0.0323133,0.00266295,-0.00847318,-0.000589784
0.31251,0.0329573,0.00276088,-0.00860217,-0.000602699
0.31351,0.0336094,0.00286239,-0.00873743,-0.0006165
0.31451,0.0342698,0.00296761,-0.00887992,-0.00063164
0.31551,0.0349376,0.00307662,-0.00902911,-0.00064818
0.31651,0.0356119,0.00318917,-0.00918658,-0.000666048
0.31751,0.0362919,0.00330519,-0.00935151,-0.000685805
0.31851,0.036976,0.00342476,-0.00952288,-0.000707832
0.31951,0.0376631,0.00354769,-0.00970494,-0.000731818
0.32051,0.0383521,0.00367382,-0.00990077,-0.000757981
0.32151,0.0390417,0.00380315,-0.010107,-0.000787018
0.32251,0.0397307,0.00393547,-0.0103219,-0.000818744
0.32351,0.0404183,0.00407056,-0.0105494,-0.000852871
0.32451,0.0411034,0.00420838,-0.0107873,-0.000890201
0.32551,0.0417852,0.00434871,-0.0110301,-0.000931274
0.32651,0.0424631,0.00449134,-0.0112814,-0.00097542
0.327511,0.0431364,0.00463628,-0.0115465,-0.00102254
0.328511,0.0438044,0.00478317,-0.0118211,-0.00107349
0.329511,0.0444668,0.00493138,-0.0120997,-0.00112817
0.330511,0.0451217,0.00508087,-0.0123855,-0.00118584
0.331519,0.0457665,0.00523187,-0.0126793,-0.00124701
0.332519,0.0464005,0.00538405,-0.012975,-0.00131218
0.333519,0.0470254,0.005537,-0.0132717,-0.00138067
0.334519,0.0476427,0.00569073,-0.013572,-0.00145229
0.335519,0.0482516,0.00584494,-0.0138731,-0.00152754
0.336519,0.0488515,0.00599886,-0.0141728,-0.00160596
0.337519,0.0494415,0.00615229,-0.0144723,-0.00168696
0.338519,0.0500197,0.00630564,-0.0147669,-0.00177066
0.339519,0.0505854,0.00645893,-0.0150515,-0.00185669
0.340519,0.0511395,0.00661165,-0.0153245,-0.00194422
0.341519,0.0516833,0.00676348,-0.0155823,-0.00203298
0.342519,0.0522168,0.00691427,-0.0158196,-0.00212261
0.343519,0.052739,0.00706354,-0.0160345,-0.00221212
0.34452,0.0532501,0.00721107,-0.0162268,-0.00230099
0.34552,0.0537498,0.00735706,-0.0163945,-0.00238886
0.34652,0.0542388,0.00750152,-0.0165386,-0.00247466
0.34752,0.0547181,0.00764444,-0.0166599,-0.00255753
0.34852,0.0551884,0.00778593,-0.0167546,-0.00263748
0.34952,0.0556507,0.00792606,-0.01682,-0.00271429
0.35052,0.0561063,0.00806483,-0.0168608,-0.00278742
0.35152,0.0565556,0.0082024,-0.0168828,-0.00285712
0.35252,0.0569987,0.00833883,-0.0168881,-0.00292368
0.35352,0.0574347,0.00847397,-0.0168804,-0.00298648
0.35452,0.057863,0.00860786,-0.0168625,-0.0030453
0.35552,0.0582825,0.00874061,-0.0168315,-0.00310069
0.35652,0.0586934,0.00887169,-0.0167844,-0.0031526
0.35752,0.059096,0.00900018,-0.0167222,-0.00320052
0.35852,0.0594896,0.00912542,-0.0166441,-0.00324455
0.35952,0.0598724,0.00924678,-0.0165477,-0.00328486
0.36052,0.0602436,0.00936307,-0.0164341,-0.00332086
0.36152,0.0606033,0.00947308,-0.0163087,-0.00335226
0.36252,0.0609508,0.00957605,-0.0161741,-0.00337955
0.36352,0.0612844,0.00967113,-0.0160321,-0.00340239
0.36452,0.0616036,0.00975714,-0.0158859,-0.00341977
0.36552,0.0619092,0.00983323,-0.0157328,-0.0034316
0.36652,0.062202,0.00989888,-0.0155648,-0.00343774
0.36752,0.0624823,0.00995343,-0.0153781,-0.00343691
0.368521,0.0627503,0.00999578,-0.0151718,-0.00342804
0.369521,0.0630058,0.0100248,-0.014941,-0.00341061
0.370521,0.0632479,0.0100397,-0.0146828,-0.00338313
0.371521,0.0634748,0.0100396,-0.0143991,-0.00334329
0.372521,0.0636852,0.0100237,-0.0140901,-0.00328921
0.373521,0.0638787,0.00999163,-0.0137508,-0.00321979
0.374521,0.0640561,0.0099427,-0.0133763,-0.00313383
0.375531,0.0642193,0.00987537,-0.0129673,-0.00303005
0.376531,0.0643686,0.00978834,-0.0125281,-0.00290853
0.377531,0.0645026,0.009681,-0.0120616,-0.00277016
0.378531,0.0646204,0.00955262,-0.011575,-0.0026153
0.379531,0.0647223,0.00940306,-0.0110781,-0.00244458
0.380531,0.0648084,0.00923367,-0.0105775,-0.00226061
0.381531,0.0648791,0.00904463,-0.010077,-0.00206684
0.382531,0.0649363,0.00883416,-0.0095852,-0.0018654
0.383531,0.0649798,0.00860122,-0.00911221,-0.00165817
0.384531,0.0650062,0.0083461,-0.00865704,-0.00144793
0.385531,0.0650129,0.00806929,-0.00821214,-0.00123746
0.386531,0.0650008,0.00777193,-0.00777571,-0.00102884
0.387587,0.0649724,0.00745531,-0.00735401,-0.000823446
0.388587,0.0649302,0.00711953,-0.00695289,-0.000622205
0.389587,0.0648762,0.00676452,-0.00657056,-0.000425288
0.390587,0.0648111,0.00639137,-0.00620157,-0.000231475
0.391587,0.064735,0.00600228,-0.00584136,-3.8958e-05
0.392587,0.0646479,0.00560064,-0.00548412,0.000152983
0.393587,0.0645505,0.00519025,-0.00512109,0.000344066
0.394587,0.0644436,0.00477438,-0.00474723,0.000534906
0.395587,0.0643283,0.00435649,-0.00436648,0.000727143
0.396587,0.0642059,0.00394045,-0.00398399,0.000921822
0.397587,0.0640785,0.00353036,-0.00359866,0.00111887
0.398587,0.0639478,0.00313055,-0.00320744,0.00131781
0.399587,0.0638143,0.0027449,-0.00281228,0.00151855
0.400587,0.0636786,0.00237648,-0.00241855,0.00172126
0.401587,0.0635411,0.00202794,-0.00202522,0.00192555
0.402588,0.0634022,0.00170202,-0.00162316,0.00213078
0.403588,0.0632627,0.0014013,-0.00120661,0.00233692
0.404588,0.0631243,0.00112699,-0.000779492,0.00254413
0.405588,0.0629888,0.000879318,-0.000347495,0.00275213
0.406588,0.0628569,0.000658914,8.97164e-05,0.00296043
0.407588,0.0627281,0.000466383,0.000534206,0.00316828
0.408588,0.0626028,0.000301885,0.000982137,0.00337444
0.409588,0.0624821,0.000165687,0.00142263,0.00357725
0.410588,0.0623671,5.7908e-05,0.00184603,0.00377489
0.411588,0.0622583,-2.21403e-05,0.00225101,0.00396608
0.412588,0.0621556,-7.57918e-05,0.00264036,0.00415019
0.413588,0.0620589,-0.00010439,0.00301562,0.0043262
0.414588,0.061968,-0.000109153,0.00337652,0.00449249
0.415588,0.0618822,-9.09905e-05,0.00372167,0.00464782
0.416588,0.0618013,-5.07435e-05,0.0040491,0.00479184
0.417588,0.0617258,9.96213e-06,0.00435655,0.00492469
0.418588,0.0616565,8.95202e-05,0.00464184,0.00504685
0.419588,0.0615933,0.000186875,0.00490362,0.00515896
0.420588,0.0615356,0.000300176,0.0051436,0.00526146
0.421588,0.0614831,0.000427621,0.00536635,0.00535534
0.422588,0.0614351,0.000568861,0.00557569,0.00544162
0.423588,0.0613908,0.000723787,0.00577568,0.00552074
0.424588,0.0613511,0.000891853,0.0059688,0.00559374
0.425588,0.0613176,0.00107265,0.00615333,0.00566228
0.426589,0.0612913,0.00126579,0.00632957,0.0057282
0.427589,0.0612723,0.00147062,0.00650138,0.00579366
0.428589,0.0612601,0.00168689,0.00667403,0.00585958
0.429589,0.0612544,0.00191508,0.00685202,0.00592591
0.430589,0.0612551,0.0021546,0.00703214,0.0059937
0.431589,0.0612624,0.00240404,0.00720764,0.00606386
0.432589,0.0612746,0.00266305,0.00738061,0.00613667
0.433589,0.061289,0.00293049,0.00755673,0.00621338
0.434589,0.0613056,0.00320384,0.00773674,0.00629477
0.435589,0.0613247,0.00348241,0.00792105,0.00637987
0.436589,0.0613445,0.00376583,0.00810912,0.00646854
0.437589,0.0613647,0.00405215,0.00829753,0.00656207
0.438589,0.0613862,0.00434029,0.008488,0.00666109
0.439589,0.0614085,0.00463055,0.00868707,0.00676552
0.440589,0.0614318,0.00492243,0.00889581,0.00687565
0.441789,0.0614568,0.00521599,0.00910971,0.00699071
0.442872,0.0614848,0.00551181,0.00932478,0.0071094
0.443872,0.0615225,0.00580853,0.00953533,0.00723262
0.444873,0.0615815,0.0061048,0.00973479,0.00736196
0.445873,0.0616638,0.00640054,0.00992868,0.00749755
0.446873,0.0617608,0.00669484,0.0101287,0.00763944
0.447873,0.0618637,0.00698657,0.0103393,0.00778757
0.448873,0.0619658,0.00727529,0.0105609,0.00794178
0.449873,0.0620621,0.00755999,0.0107923,0.00810311
0.450873,0.0621492,0.00783908,0.0110346,0.0082735
