time,user_rawx,pred_rawx,usr_rawy,pred_rawy
29.6144,0.247414,0.240216,0.247444,0.259368
29.6245,0.257729,0.251394,0.226814,0.23669
29.6347,0.247414,0.239973,0.195898,0.201921
29.6448,0.257729,0.253521,0.185583,0.18805
29.6549,0.247414,0.241441,0.154668,0.150365
29.665,0.226783,0.215964,0.144353,0.139894
29.6751,0.226783,0.215888,0.0928068,0.0714756
29.6852,0.226783,0.217416,0.0721763,0.044499
29.6954,0.226783,0.217729,0.0515763,0.0194672
29.7055,0.247414,0.24865,0.0515763,0.0211917
29.7156,0.247414,0.251447,0.041261,0.0110263
29.7257,0.247414,0.252426,0.041261,0.016791
29.7358,0.247414,0.255353,0.041261,0.0200653
29.746,0.247414,0.254381,0.0103153,-0.0196517
29.756,0.247414,0.253613,0.0103153,-0.019201
29.7662,0.247414,0.255321,0,-0.0302284
29.7763,0.247414,0.254901,0,-0.0320814
29.7864,0.226783,0.229487,0,-0.0286419
29.7965,0.247414,0.256287,0,-0.0251028
29.8066,0.257729,0.269952,0,-0.0248585
29.8167,0.288644,0.307085,0,-0.0218311
29.8269,0.309275,0.333758,0,-0.0223916
29.837,0.391736,0.423242,0,-0.0216194
29.8471,0.422681,0.453218,0,-0.0220399
29.8562,0.463912,0.48962,0,-0.0225974
29.8663,0.494858,0.515725,0,-0.0219805
29.8765,0.577319,0.574837,0,-0.0222026
29.8866,0.618549,0.601408,0,-0.0216123
29.8967,0.65981,0.628831,0,-0.0197416
29.9068,0.701041,0.654243,0,-0.0186781
29.9169,0.783502,0.697433,0,-0.0170049
29.927,0.814447,0.717016,0,-0.0143485
29.9372,0.845363,0.737057,0,-0.0120609
29.9473,0.855678,0.748862,0,-0.0100691
29.9574,0.886624,0.766251,0,-0.00730676
29.9675,0.927854,0.786631,0,-0.00554453
29.9776,0.927854,0.795966,0,-0.0035608
29.9878,0.958769,0.812421,0,-0.000764301
29.9979,0.969085,0.823863,0,0.00100605
30.008,0.989715,0.835973,0,0.00308729
30.0181,0.989715,0.844215,0,0.00576297
30.0282,0.989715,0.851226,0,0.0078353
30.0383,0.969085,0.853089,0,0.0094826
30.0484,0.969085,0.85826,0,0.0118348
30.0585,0.989715,0.866661,0,0.01294
30.0687,0.989715,0.87164,0,0.0143036
30.0788,0.989715,0.876375,0,0.0166871
30.0889,0.989715,0.880768,0,0.0177765
30.099,0.989715,0.884296,0,0.0196008
30.1091,0.989715,0.887644,0,0.0206029
30.1193,0.989715,0.890929,0,0.0225767
30.1294,0.989715,0.893784,0,0.0238928
30.1395,0.989715,0.896505,0,0.024835
30.1496,0.989715,0.899085,0,0.0267497
30.1597,0.989715,0.90138,0,0.0274111
30.1699,0.989715,0.903541,0,0.0281113
30.1799,0.989715,0.905641,0,0.0298719
30.1901,0.989715,0.907519,0,0.0303483
30.1901,0.989715,0.909302,0,0.0312263
30.2002,0.989715,0.911037,0,0.0325921
30.2103,0.989715,0.912624,0,0.0334095
30.2204,0.989715,0.914104,0,0.0338811
30.2305,1,0.916791,0,0.0353168
30.2407,1,0.918306,0,0.03574
30.2508,1,0.919733,0,0.0362037
30.2609,0.989715,0.920028,0,0.037697
30.271,0.969085,0.918611,0,0.0377248
30.2811,0.969085,0.919181,0,0.0381342
30.2912,0.927854,0.914566,0,0.03805
30.3014,0.876308,0.906451,0,0.0367087
30.3115,0.824763,0.895766,0,0.0350274
30.3216,0.783502,0.883035,0,0.031358
30.3317,0.731956,0.863934,-0.0206,-0.0181461
30.3418,0.690725,0.843632,-0.0412305,-0.0672089
30.352,0.65981,0.822183,-0.0515458,-0.0941319
30.3621,0.63918,0.802087,-0.0618305,-0.120485
30.3722,0.587634,0.763909,-0.0927763,-0.181866
30.3823,0.525773,0.708568,-0.113376,-0.218258
30.3924,0.484542,0.657068,-0.113376,-0.215848
30.4025,0.453597,0.608717,-0.134007,-0.248522
30.4127,0.432997,0.570348,-0.154637,-0.275307
30.4228,0.402051,0.524283,-0.164953,-0.282463
30.4329,0.391736,0.499574,-0.185553,-0.307342
30.443,0.31959,0.404886,-0.195868,-0.314319
30.4531,0.309275,0.379974,-0.206183,-0.31957
30.4632,0.309275,0.372526,-0.206183,-0.313283
30.4734,0.309275,0.364679,-0.206183,-0.304712
30.4835,0.309275,0.362128,-0.206183,-0.29696
30.4936,0.309275,0.362064,-0.206183,-0.290162
30.5037,0.309275,0.35675,-0.206183,-0.283274
30.5138,0.309275,0.354975,-0.206183,-0.27812
30.5239,0.309275,0.351001,-0.206183,-0.273013
30.534,0.288644,0.324845,-0.206183,-0.268207
30.5442,0.288644,0.321133,-0.195868,-0.251515
30.5543,0.288644,0.318448,-0.206183,-0.259955
30.5644,0.288644,0.315959,-0.206183,-0.256356
30.5745,0.288644,0.314807,-0.206183,-0.252739
30.5846,0.288644,0.314392,-0.226783,-0.274788
30.5948,0.278329,0.300217,-0.226783,-0.272739
30.6049,0.278329,0.299566,-0.237098,-0.280775
