time,user_rawx,pred_rawx,usr_rawy,pred_rawy
49.5627,-0.00328264,-0.00910349,0.120748,0.117602
49.5637,-0.00417497,-0.01001,0.12097,0.118002
49.5647,-0.00508986,-0.0109293,0.12114,0.118345
49.5657,-0.00602454,-0.0118553,0.121257,0.118645
49.5667,-0.00697732,-0.0127758,0.121332,0.118924
49.5677,-0.00794454,-0.0136843,0.121366,0.119171
49.5687,-0.00892494,-0.0145814,0.121365,0.119388
49.5697,-0.00991683,-0.0154748,0.121334,0.119594
49.5707,-0.0109178,-0.0163713,0.121276,0.119772
49.5717,-0.0119271,-0.0172733,0.121191,0.119916
49.5727,-0.0129421,-0.0181702,0.121086,0.120034
49.5737,-0.0139612,-0.0190554,0.120966,0.120131
49.5747,-0.0149828,-0.0199403,0.120834,0.120217
49.5757,-0.016007,-0.0208275,0.120699,0.120309
49.5767,-0.0170331,-0.021714,0.120568,0.120396
49.5777,-0.0180596,-0.0226049,0.120438,0.120467
49.5787,-0.0190873,-0.0235038,0.120314,0.12054
49.5797,-0.0201148,-0.0243982,0.120199,0.120607
49.5807,-0.0211402,-0.0252811,0.120086,0.120641
49.5817,-0.0221623,-0.0261616,0.119976,0.120668
49.5827,-0.0231803,-0.0270371,0.119874,0.120697
49.5837,-0.0241932,-0.027901,0.119776,0.120708
49.5847,-0.0251999,-0.028762,0.119682,0.120717
49.5857,-0.0261999,-0.0296265,0.119595,0.120734
49.5867,-0.0271916,-0.030491,0.119512,0.120736
49.5877,-0.0281754,-0.0313523,0.119427,0.12072
49.5887,-0.0291512,-0.0322127,0.119344,0.120701
49.5897,-0.0301191,-0.0330794,0.119259,0.120668
49.5907,-0.0310796,-0.0339583,0.11917,0.120622
49.5917,-0.0320318,-0.0348438,0.119079,0.120577
49.5927,-0.0329766,-0.0357256,0.118985,0.12052
49.5937,-0.0339131,-0.0366019,0.118884,0.120451
49.5947,-0.0348409,-0.0374811,0.11878,0.120382
49.5957,-0.0357603,-0.0383626,0.118672,0.120307
49.5967,-0.0366689,-0.0392315,0.118562,0.120222
49.5977,-0.0375663,-0.0400876,0.118446,0.12013
49.5987,-0.0384516,-0.040939,0.118323,0.120025
49.5997,-0.0393244,-0.0417836,0.118187,0.119882
49.6007,-0.0401848,-0.042624,0.118019,0.11968
49.6017,-0.0410318,-0.0434571,0.117816,0.119427
49.6027,-0.0418637,-0.0442773,0.11757,0.119109
49.6037,-0.0426789,-0.0450785,0.117273,0.118727
49.6047,-0.043475,-0.0458469,0.116932,0.118321
49.6057,-0.0442498,-0.0465862,0.116546,0.117886
49.6067,-0.0450037,-0.0473123,0.116114,0.117417
49.6077,-0.0457368,-0.0480285,0.115648,0.116937
49.6087,-0.0464493,-0.0487433,0.115153,0.116437
49.6097,-0.0471439,-0.0494706,0.114631,0.115921
49.6107,-0.0478222,-0.0502008,0.114093,0.115413
49.6117,-0.0484853,-0.0509275,0.113544,0.114898
49.6127,-0.0491348,-0.0516513,0.112984,0.114363
49.6137,-0.0497702,-0.0523575,0.112419,0.113823
49.6147,-0.050391,-0.0530358,0.111848,0.113273
49.6157,-0.0509967,-0.0536809,0.111267,0.112707
49.6167,-0.0515858,-0.0542892,0.110682,0.11213
49.6177,-0.0521577,-0.0548647,0.11009,0.111537
49.6187,-0.0527104,-0.0554024,0.109499,0.110957
49.6197,-0.0532414,-0.0558959,0.108916,0.110405
49.6207,-0.0537487,-0.0563512,0.108342,0.109862
49.6217,-0.0542318,-0.0567661,0.107775,0.109325
49.6227,-0.0546896,-0.0571425,0.107217,0.108798
49.6237,-0.0551221,-0.0574959,0.106667,0.108266
49.6247,-0.0555293,-0.0578274,0.106123,0.107732
49.6257,-0.0559094,-0.0581221,0.105591,0.107215
49.6267,-0.0562618,-0.0583763,0.105068,0.10671
49.6277,-0.0565862,-0.0585896,0.104548,0.1062
49.6287,-0.0568814,-0.058754,0.10403,0.105686
49.6297,-0.0571451,-0.0588723,0.103512,0.105158
49.6307,-0.0573757,-0.0589389,0.102987,0.104617
49.6317,-0.0575689,-0.0589389,0.10246,0.104076
49.6327,-0.0577231,-0.0588736,0.101922,0.103516
49.6337,-0.057837,-0.0587549,0.101367,0.102936
49.6347,-0.0579099,-0.0585935,0.1008,0.102341
49.6357,-0.0579425,-0.0584041,0.100211,0.101716
49.6367,-0.057936,-0.0581925,0.0996037,0.101081
49.6377,-0.0578923,-0.0579577,0.0989893,0.100461
49.6387,-0.0578143,-0.0577081,0.0983691,0.0998446
49.6397,-0.0577053,-0.0574495,0.0977473,0.0992424
49.6407,-0.057569,-0.0571851,0.0971301,0.0986584
49.6417,-0.057409,-0.0569126,0.0965113,0.098057
49.6427,-0.0572274,-0.0566276,0.0958847,0.0974346
49.6437,-0.0570268,-0.056328,0.0952534,0.0967988
49.6447,-0.0568083,-0.0560057,0.0946095,0.0961304
49.6457,-0.056572,-0.0556548,0.0939501,0.0954451
49.6467,-0.0563186,-0.0552817,0.093282,0.0947674
49.6477,-0.0560481,-0.0548819,0.0926051,0.0940866
49.6487,-0.0557579,-0.0544533,0.0919267,0.0934155
